FranchiseeName,FranchiseeID,StoreID,StoreName
Hugues Maddaford,2644,103757,103757 - Superior
Yasmeen Woolard,2380,103756,103756 - Farwell
Morgen Schieferstein,2543,103755,103755 - Menomonie
Blanch Warland,2567,103754,103754 - Clyde Gallagher
Aylmar Ianne,2188,103753,103753 - Cambridge
Morgen Schieferstein,2543,103752,103752 - Becker
Jennilee Donavan,2113,103751,103751 - Bartillon
Blanch Warland,2567,103750,103750 - Melvin
Hugues Maddaford,2644,103749,103749 - Rutledge
Pincus Hender,2540,103748,103748 - North
Blanch Warland,2567,103747,103747 - Everett
Hugues Maddaford,2644,103746,103746 - Sommers
Morgen Schieferstein,2543,103745,103745 - Sunbrook
Hugues Maddaford,2644,103744,103744 - Coleman
Jennilee Donavan,2113,103743,103743 - Vermont
Pincus Hender,2540,103742,103742 - Warbler
Hugues Maddaford,2644,103741,103741 - Glendale
Fabiano Petett,2522,103740,103740 - David
Hugues Maddaford,2644,103739,103739 - Claremont
Blanch Warland,2567,103738,103738 - Debs
Nonna Gallamore,2275,103738,103738 - Debs
Blanch Warland,2567,103737,103737 - Kenwood
Blanch Warland,2567,103736,103736 - Esch
Haze Booth-Jarvis,2677,103735,103735 - Continental
Hugues Maddaford,2644,103734,103734 - 7th
Florie Phythian,2534,103733,103733 - Sullivan
Pincus Hender,2540,103732,103732 - Knutson
Jennilee Donavan,2113,103731,103731 - Maywood
Hugues Maddaford,2644,103730,103730 - Merry
Morgen Schieferstein,2543,103729,103729 - Express
Hugues Maddaford,2644,103728,103728 - Hollow Ridge
Yasmeen Woolard,2380,103727,103727 - Manley
Hugues Maddaford,2644,103726,103726 - Sutherland
Hugues Maddaford,2644,103725,103725 - Union
Florie Phythian,2534,103724,103724 - Sutherland
Hugues Maddaford,2644,103723,103723 - Clyde Gallagher
Farly Cracknell,2515,103722,103722 - Dahle
Farly Cracknell,2515,103721,103721 - Dexter
Farly Cracknell,2515,103720,103720 - Buena Vista
Farly Cracknell,2515,103719,103719 - 8th
Farly Cracknell,2515,103718,103718 - Killdeer
Lem Jorgensen,2602,103717,103717 - Stone Corner
Farly Cracknell,2515,103716,103716 - Mendota
Harrietta Rutigliano,2029,103715,103715 - Boyd
Farly Cracknell,2515,103714,103714 - Katie
Farly Cracknell,2515,103713,103713 - Talisman
Farly Cracknell,2515,103712,103712 - Cottonwood
Chrisy Buscher,2018,103711,103711 - Cody
Eb Shotton,2158,103710,103710 - Lerdahl
Katherine Baversor,2036,103709,103709 - Brentwood
Rowena Mudle,2539,103709,103709 - Brentwood
Katherine Baversor,2036,103708,103708 - Longview
Curry Jowett,2386,103707,103707 - Melvin
Rowena Mudle,2539,103706,103706 - Fremont
Isabeau Brownsea,2585,103705,103705 - Victoria
Chrisy Buscher,2018,103704,103704 - Carioca
Eb Shotton,2158,103703,103703 - Old Gate
Isabeau Brownsea,2585,103702,103702 - Susan
Betta Capewell,2175,103701,103701 - Brown
Betta Capewell,2175,103700,103700 - Express
Katherine Baversor,2036,103699,103699 - Kinsman
Alphonso Ouslem,2334,103698,103698 - Manitowish
Curry Jowett,2386,103697,103697 - Novick
Vinson Staples,2438,103696,103696 - Emmet
Chrisy Buscher,2018,103695,103695 - Harbort
Mattias Neeves,2031,103694,103694 - Talisman
Isabeau Brownsea,2585,103693,103693 - Carey
Vinson Staples,2438,103692,103692 - Upham
Rowena Mudle,2539,103691,103691 - Nelson
Isabeau Brownsea,2585,103690,103690 - Sachtjen
Rowena Mudle,2539,103689,103689 - Ohio
Gaye Cisco,2477,103689,103689 - Ohio
Curry Jowett,2386,103688,103688 - Del Mar
Isabeau Brownsea,2585,103687,103687 - Becker
Rowena Mudle,2539,103686,103686 - Mosinee
Mattias Neeves,2031,103685,103685 - Almo
Rowena Mudle,2539,103684,103684 - Derek
Rowena Mudle,2539,103683,103683 - Marquette
Curry Jowett,2386,103682,103682 - Red Cloud
Isabeau Brownsea,2585,103681,103681 - Charing Cross
Gaye Cisco,2477,103680,103680 - Stephen
Elianore Saturley,2388,103679,103679 - Sage
Rowena Mudle,2539,103678,103678 - Debs
Rowena Mudle,2539,103677,103677 - Forest
Rowena Mudle,2539,103676,103676 - Nancy
Chrisy Buscher,2018,103675,103675 - High Crossing
Rowena Mudle,2539,103674,103674 - Glendale
Vinson Staples,2438,103673,103673 - Schurz
Vinson Staples,2438,103672,103672 - International
Rowena Mudle,2539,103671,103671 - Spaight
Elianore Saturley,2388,103670,103670 - Prairie Rose
Rowena Mudle,2539,103669,103669 - East
Rowena Mudle,2539,103668,103668 - Russell
Katherine Baversor,2036,103667,103667 - Briar Crest
Elianore Saturley,2388,103666,103666 - Thompson
Mattias Neeves,2031,103665,103665 - Towne
Rowena Mudle,2539,103664,103664 - Warrior
Chrisy Buscher,2018,103663,103663 - Mallory
Curry Jowett,2386,103662,103662 - Mcguire
Mattias Neeves,2031,103661,103661 - Parkside
Elianore Saturley,2388,103660,103660 - Duke
Rowena Mudle,2539,103659,103659 - Hagan
Vinson Staples,2438,103658,103658 - Glacier Hill
Rowena Mudle,2539,103657,103657 - Debra
Isabeau Brownsea,2585,103656,103656 - Jay
Katherine Baversor,2036,103655,103655 - Victoria
Curry Jowett,2386,103654,103654 - Lotheville
Elianore Saturley,2388,103653,103653 - Arrowood
Rowena Mudle,2539,103652,103652 - Marcy
Katherine Baversor,2036,103652,103652 - Marcy
Rowena Mudle,2539,103651,103651 - John Wall
Rowena Mudle,2539,103650,103650 - Spaight
Rowena Mudle,2539,103649,103649 - Arizona
Katherine Baversor,2036,103648,103648 - Vermont
Katherine Baversor,2036,103647,103647 - Michigan
Isabeau Brownsea,2585,103646,103646 - Maple
Levin Stroder,2139,103645,103645 - Eagan
Curry Jowett,2386,103644,103644 - 8th
Isabeau Brownsea,2585,103643,103643 - Summer Ridge
Rowena Mudle,2539,103642,103642 - Manitowish
Levin Stroder,2139,103641,103641 - Randy
Isabeau Brownsea,2585,103640,103640 - Monterey
Rowena Mudle,2539,103639,103639 - Arapahoe
Rowena Mudle,2539,103638,103638 - Shelley
Vinson Staples,2438,103637,103637 - Fieldstone
Rowena Mudle,2539,103636,103636 - Stuart
Rowena Mudle,2539,103635,103635 - Muir
Rowena Mudle,2539,103634,103634 - Nancy
Mattias Neeves,2031,103633,103633 - Shelley
Mattias Neeves,2031,103632,103632 - Butternut
Vinson Staples,2438,103631,103631 - Sundown
Rowena Mudle,2539,103630,103630 - Emmet
Rowena Mudle,2539,103629,103629 - Sutherland
Isabeau Brownsea,2585,103628,103628 - Sauthoff
Mattias Neeves,2031,103627,103627 - Lake View
Rowena Mudle,2539,103626,103626 - Steensland
Levin Stroder,2139,103625,103625 - Corry
Elianore Saturley,2388,103624,103624 - Reindahl
Elianore Saturley,2388,103623,103623 - Spohn
Katherine Baversor,2036,103622,103622 - Birchwood
Rowena Mudle,2539,103621,103621 - Sunnyside
Gaye Cisco,2477,103621,103621 - Sunnyside
Vinson Staples,2438,103620,103620 - Westerfield
Bone Bennis,2120,103619,103619 - Scofield
Rowena Mudle,2539,103618,103618 - Morningstar
Katherine Baversor,2036,103617,103617 - Buell
Levin Stroder,2139,103616,103616 - Mifflin
Rowena Mudle,2539,103615,103615 - Summit
Nonie Jerrems,2016,103614,103614 - Harper
Rowena Mudle,2539,103613,103613 - Westend
Rowena Mudle,2539,103612,103612 - Forest
Rowena Mudle,2539,103611,103611 - Melody
Eb Shotton,2158,103610,103610 - Canary
Gibby Dash,2119,103609,103609 - North
Gibby Dash,2119,103608,103608 - Loeprich
Bone Bennis,2120,103607,103607 - Helena
Alphonso Ouslem,2334,103606,103606 - Barnett
Curry Jowett,2386,103605,103605 - Northview
Curry Jowett,2386,103604,103604 - Twin Pines
Gibby Dash,2119,103603,103603 - Northfield
Vinson Staples,2438,103602,103602 - American
Rowena Mudle,2539,103601,103601 - Lakewood
Rowena Mudle,2539,103600,103600 - Forest Dale
Isabeau Brownsea,2585,103599,103599 - Blue Bill Park
Rich Faldoe,2196,103598,103598 - Badeau
Mace Rhoades,2111,103597,103597 - Meadow Valley
Rich Faldoe,2196,103596,103596 - Lake View
Mace Rhoades,2111,103595,103595 - Service
L;urette McVaugh,2115,103594,103594 - Maple
Mace Rhoades,2111,103593,103593 - Golf Course
Rich Faldoe,2196,103592,103592 - Loftsgordon
Lion Eede,2352,103591,103591 - Burning Wood
L;urette McVaugh,2115,103590,103590 - Burning Wood
Mace Rhoades,2111,103589,103589 - Lillian
Mace Rhoades,2111,103588,103588 - Glacier Hill
Rich Faldoe,2196,103587,103587 - Stang
Rich Faldoe,2196,103586,103586 - Waywood
Lion Eede,2352,103585,103585 - Mesta
L;urette McVaugh,2115,103584,103584 - Londonderry
Rich Faldoe,2196,103583,103583 - Straubel
Bennie Ruttgers,2034,103582,103582 - Kropf
Mace Rhoades,2111,103581,103581 - 7th
Mace Rhoades,2111,103580,103580 - Kenwood
L;urette McVaugh,2115,103579,103579 - Rockefeller
Lion Eede,2352,103578,103578 - Kipling
Mace Rhoades,2111,103577,103577 - Schmedeman
Lion Eede,2352,103576,103576 - Daystar
Rich Faldoe,2196,103575,103575 - Nevada
Lion Eede,2352,103574,103574 - Sauthoff
Lion Eede,2352,103573,103573 - Artisan
Rich Faldoe,2196,103572,103572 - Dexter
Mace Rhoades,2111,103571,103571 - Karstens
Mace Rhoades,2111,103570,103570 - Delladonna
L;urette McVaugh,2115,103569,103569 - Loftsgordon
Lion Eede,2352,103568,103568 - Declaration
Mace Rhoades,2111,103567,103567 - Village Green
Rich Faldoe,2196,103566,103566 - Nancy
L;urette McVaugh,2115,103565,103565 - La Follette
Mace Rhoades,2111,103564,103564 - Bay
Rich Faldoe,2196,103563,103563 - Transport
Rich Faldoe,2196,103562,103562 - Toban
Emeline Kershaw,2092,103561,103561 - Golf
Kellby Coger,2656,103561,103561 - Golf
Renate Esel,2696,103560,103560 - Summerview
Alvera Rubenchik,2459,103559,103559 - Pond
Alvera Rubenchik,2459,103558,103558 - Hayes
Bevan Licciardi,2132,103557,103557 - Dunning
Shauna Charnock,2662,103556,103556 - Arrowood
Alvera Rubenchik,2459,103555,103555 - Farwell
Regan Cope,2249,103554,103554 - Carpenter
Alvera Rubenchik,2459,103553,103553 - Swallow
Shauna Charnock,2662,103552,103552 - Lukken
Regan Cope,2249,103551,103551 - Clemons
May Hollow,2166,103550,103550 - Menomonie
Blinni Muddle,2483,103549,103549 - Hollow Ridge
Collin Pett,2659,103548,103548 - Birchwood
Regan Cope,2249,103547,103547 - Nelson
Regan Cope,2249,103546,103546 - Darwin
Amberly Mingus,2266,103545,103545 - Coleman
Ody Sunshine,2219,103544,103544 - Steensland
Vivia Antonellini,2141,103543,103543 - Oriole
Cale Opdenorth,2041,103542,103542 - Cordelia
Cale Opdenorth,2041,103541,103541 - Summer Ridge
Regan Cope,2249,103540,103540 - Menomonie
Bonnie Rosengarten,2003,103539,103539 - Clyde Gallagher
Sayre Cluely,2684,103538,103538 - Green Ridge
Kellby Coger,2656,103537,103537 - Longview
Unknown #2640,2640,103537,103537 - Longview
Unknown #2640,2640,103536,103536 - Trailsway
Katy Stair,2316,103535,103535 - Ludington
Nike Kesterton,2112,103534,103534 - Dapin
Karney Downes,2600,103533,103533 - Elka
Kellby Coger,2656,103532,103532 - Sloan
Emeline Kershaw,2092,103532,103532 - Sloan
Alvera Rubenchik,2459,103531,103531 - Kenwood
Alvera Rubenchik,2459,103530,103530 - Northport
Bevan Licciardi,2132,103529,103529 - Harbort
Katy Stair,2316,103528,103528 - Kipling
Luisa Dyett,2374,103527,103527 - Browning
Nike Kesterton,2112,103526,103526 - Lyons
Cale Opdenorth,2041,103525,103525 - Marcy
Wrennie Yuryatin,2242,103524,103524 - Butterfield
Vilhelmina Edmundson,2229,103523,103523 - Laurel
Sibeal Cranmor,2527,103522,103522 - Dexter
Wrennie Yuryatin,2242,103521,103521 - Roxbury
Ody Sunshine,2219,103520,103520 - La Follette
Sterne Wiersma,2167,103519,103519 - Village
Ber Koomar,2276,103518,103518 - Macpherson
Shauna Charnock,2662,103517,103517 - Shoshone
Renate Esel,2696,103516,103516 - Upham
Cale Opdenorth,2041,103515,103515 - Lake View
Bevan Licciardi,2132,103514,103514 - Becker
Emeline Kershaw,2092,103513,103513 - Warrior
Ody Sunshine,2219,103512,103512 - Arapahoe
Cale Opdenorth,2041,103511,103511 - Dakota
Analise Nealey,2170,103510,103510 - Sherman
Cale Opdenorth,2041,103509,103509 - Onsgard
Analise Nealey,2170,103508,103508 - Bellgrove
Luisa Dyett,2374,103507,103507 - Comanche
Regan Cope,2249,103506,103506 - Dottie
Alvera Rubenchik,2459,103505,103505 - Autumn Leaf
Wrennie Yuryatin,2242,103504,103504 - Donald
Sayre Cluely,2684,103503,103503 - Heath
Ber Koomar,2276,103502,103502 - Warrior
Bevan Licciardi,2132,103501,103501 - Blaine
Regan Cope,2249,103500,103500 - Ohio
Wrennie Yuryatin,2242,103499,103499 - Donald
Nike Kesterton,2112,103498,103498 - Oriole
Bevan Licciardi,2132,103497,103497 - Springs
Willy Steade,2647,103496,103496 - Rutledge
Analise Nealey,2170,103495,103495 - Prairie Rose
Unknown #2479,2479,103494,103494 - Lillian
Renate Esel,2696,103494,103494 - Lillian
Regan Cope,2249,103493,103493 - Twin Pines
Unknown #2479,2479,103492,103492 - Arapahoe
Renate Esel,2696,103492,103492 - Arapahoe
Bibbye Boutflour,2531,103491,103491 - Lawn
Cale Opdenorth,2041,103491,103491 - Lawn
Luisa Dyett,2374,103490,103490 - Graceland
Cale Opdenorth,2041,103489,103489 - Fisk
Ber Koomar,2276,103488,103488 - Scofield
Willy Steade,2647,103487,103487 - Doe Crossing
Karney Downes,2600,103486,103486 - Messerschmidt
Hedi Hamsson,2428,103485,103485 - Garrison
Cale Opdenorth,2041,103484,103484 - Tomscot
Bevan Licciardi,2132,103483,103483 - Merchant
Wrennie Yuryatin,2242,103482,103482 - Bonner
Analise Nealey,2170,103481,103481 - Oneill
Brigida Faull,2433,103480,103480 - Westport
Karney Downes,2600,103479,103479 - Tennessee
Sterne Wiersma,2167,103478,103478 - American Ash
Karney Downes,2600,103477,103477 - Bartillon
Bevan Licciardi,2132,103476,103476 - Lyons
Renate Esel,2696,103475,103475 - Declaration
Nike Kesterton,2112,103474,103474 - Scoville
Bevan Licciardi,2132,103473,103473 - Ridgeview
Renate Esel,2696,103472,103472 - Westend
Regan Cope,2249,103471,103471 - Heath
Cindelyn Dyster,2431,103471,103471 - Heath
Willy Steade,2647,103470,103470 - Vermont
Nike Kesterton,2112,103469,103469 - North
Wrennie Yuryatin,2242,103468,103468 - Ruskin
Joachim Mehmet,2487,103467,103467 - Garrison
Bevan Licciardi,2132,103466,103466 - Hoffman
Hermy Pigrome,2319,103465,103465 - Pierstorff
Regan Cope,2249,103464,103464 - Lakewood Gardens
Nike Kesterton,2112,103463,103463 - Kings
Alvera Rubenchik,2459,103462,103462 - Eastwood
Alvera Rubenchik,2459,103461,103461 - Main
Alvera Rubenchik,2459,103460,103460 - Glacier Hill
Ody Sunshine,2219,103459,103459 - Novick
Alvera Rubenchik,2459,103458,103458 - Hoard
Bevan Licciardi,2132,103457,103457 - Del Sol
Nike Kesterton,2112,103456,103456 - Prairieview
Luisa Dyett,2374,103455,103455 - Badeau
Regan Cope,2249,103454,103454 - Lotheville
Regan Cope,2249,103453,103453 - Upham
Regan Cope,2249,103452,103452 - Grasskamp
Joachim Mehmet,2487,103451,103451 - Fremont
Emeline Kershaw,2092,103450,103450 - Eastlawn
Ody Sunshine,2219,103449,103449 - Autumn Leaf
Katy Stair,2316,103448,103448 - Debs
Bevan Licciardi,2132,103447,103447 - Maryland
Regan Cope,2249,103446,103446 - 7th
Bonnie Rosengarten,2003,103445,103445 - Iowa
Tiffy Jakov,2405,103445,103445 - Iowa
Sterne Wiersma,2167,103444,103444 - Washington
Sayre Cluely,2684,103444,103444 - Washington
Sterne Wiersma,2167,103443,103443 - Brickson Park
Bevan Licciardi,2132,103442,103442 - Thierer
Bevan Licciardi,2132,103441,103441 - Ronald Regan
Wrennie Yuryatin,2242,103440,103440 - La Follette
Katy Stair,2316,103439,103439 - Cardinal
Katy Stair,2316,103438,103438 - Sloan
Karney Downes,2600,103437,103437 - Rockefeller
Bevan Licciardi,2132,103436,103436 - Shelley
Nike Kesterton,2112,103435,103435 - High Crossing
Bonnie Rosengarten,2003,103434,103434 - West
Renate Esel,2696,103433,103433 - Bartillon
Collin Pett,2659,103432,103432 - Hoard
Cindelyn Dyster,2431,103432,103432 - Hoard
Analise Nealey,2170,103431,103431 - David
Alvera Rubenchik,2459,103430,103430 - Milwaukee
Bevan Licciardi,2132,103429,103429 - Mcbride
Amberly Mingus,2266,103428,103428 - Elka
Natalya Tupp,2164,103427,103427 - Johnson
Luisa Dyett,2374,103427,103427 - Johnson
Unknown #2479,2479,103426,103426 - Melrose
Renate Esel,2696,103426,103426 - Melrose
Hedi Hamsson,2428,103425,103425 - Sloan
Renate Esel,2696,103424,103424 - Debs
Nike Kesterton,2112,103423,103423 - Rockefeller
Nike Kesterton,2112,103422,103422 - Roxbury
Ody Sunshine,2219,103421,103421 - Westridge
Regan Cope,2249,103420,103420 - Corscot
Nike Kesterton,2112,103419,103419 - Columbus
Bevan Licciardi,2132,103418,103418 - Kennedy
Ber Koomar,2276,103417,103417 - Rieder
Sayre Cluely,2684,103416,103416 - Monica
Kellby Coger,2656,103415,103415 - Mockingbird
Unknown #2640,2640,103415,103415 - Mockingbird
Luisa Dyett,2374,103414,103414 - Maple Wood
Cale Opdenorth,2041,103413,103413 - Laurel
Katy Stair,2316,103412,103412 - Dennis
Regan Cope,2249,103411,103411 - Fulton
Regan Cope,2249,103410,103410 - Dennis
Cindelyn Dyster,2431,103409,103409 - Melvin
Alvera Rubenchik,2459,103408,103408 - Bonner
Nike Kesterton,2112,103407,103407 - Blackbird
Analise Nealey,2170,103406,103406 - Roth
Luisa Dyett,2374,103405,103405 - Muir
Luisa Dyett,2374,103404,103404 - Merry
Natalya Tupp,2164,103404,103404 - Merry
Nike Kesterton,2112,103403,103403 - Stuart
Nike Kesterton,2112,103402,103402 - Lunder
Renate Esel,2696,103401,103401 - Golden Leaf
Luisa Dyett,2374,103400,103400 - Dryden
Luisa Dyett,2374,103399,103399 - Esker
Shauna Charnock,2662,103398,103398 - Chinook
Bevan Licciardi,2132,103397,103397 - Nevada
Karney Downes,2600,103396,103396 - Springview
Kellby Coger,2656,103395,103395 - Harper
Unknown #2640,2640,103395,103395 - Harper
Cale Opdenorth,2041,103394,103394 - Donald
Sayre Cluely,2684,103393,103393 - Talmadge
Renate Esel,2696,103392,103392 - Carberry
Renate Esel,2696,103391,103391 - Rusk
Nike Kesterton,2112,103390,103390 - Tony
Analise Nealey,2170,103389,103389 - Crest Line
Nike Kesterton,2112,103388,103388 - Spohn
Bevan Licciardi,2132,103387,103387 - Marcy
Willy Steade,2647,103386,103386 - Daystar
Brigida Faull,2433,103385,103385 - Upham
Cale Opdenorth,2041,103384,103384 - School
Kellby Coger,2656,103383,103383 - Declaration
Kellby Coger,2656,103382,103382 - Dayton
Unknown #2640,2640,103382,103382 - Dayton
Emeline Kershaw,2092,103381,103381 - Badeau
Alvera Rubenchik,2459,103380,103380 - Vera
Shauna Charnock,2662,103379,103379 - Graceland
Katy Stair,2316,103378,103378 - Fairview
Cale Opdenorth,2041,103377,103377 - Melrose
Amberly Mingus,2266,103376,103376 - Shelley
Analise Nealey,2170,103375,103375 - Comanche
May Hollow,2166,103374,103374 - Little Fleur
Wrennie Yuryatin,2242,103373,103373 - Hauk
Hermy Pigrome,2319,103372,103372 - Mifflin
Cale Opdenorth,2041,103371,103371 - Lukken
Sibeal Cranmor,2527,103370,103370 - Quincy
Emeline Kershaw,2092,103369,103369 - Glendale
Sibeal Cranmor,2527,103368,103368 - Maple
Analise Nealey,2170,103367,103367 - Crest Line
Luisa Dyett,2374,103366,103366 - Westend
Luisa Dyett,2374,103365,103365 - Lotheville
Nike Kesterton,2112,103364,103364 - Nancy
Analise Nealey,2170,103363,103363 - Oneill
Lorna Vasyunichev,2414,103362,103362 - Westport
Carleton Korpolak,2268,103361,103361 - Glendale
Bessy Grint,2286,103360,103360 - Kim
Aristotle Haylands,2511,103359,103359 - Tennessee
Carleton Korpolak,2268,103358,103358 - Towne
Lorna Vasyunichev,2414,103357,103357 - Burrows
Natalee Gadney,2272,103356,103356 - Swallow
Carleton Korpolak,2268,103355,103355 - Trailsway
Aristotle Haylands,2511,103354,103354 - Memorial
Carleton Korpolak,2268,103353,103353 - Vermont
Carleton Korpolak,2268,103352,103352 - Cascade
Aristotle Haylands,2511,103351,103351 - Lerdahl
Bessy Grint,2286,103350,103350 - Oxford
Percival Winchester,2179,103349,103349 - Talmadge
Natalee Gadney,2272,103348,103348 - Main
Natalee Gadney,2272,103347,103347 - Westend
Karry Jerratsch,2078,103346,103346 - Weeping Birch
Aristotle Haylands,2511,103345,103345 - Becker
Bessy Grint,2286,103344,103344 - Moland
Percival Winchester,2179,103343,103343 - Evergreen
Aristotle Haylands,2511,103342,103342 - Iowa
Aristotle Haylands,2511,103341,103341 - Portage
Lorna Vasyunichev,2414,103340,103340 - Monica
Bessy Grint,2286,103339,103339 - Memorial
Aristotle Haylands,2511,103338,103338 - Grayhawk
Natalee Gadney,2272,103337,103337 - Montana
Percival Winchester,2179,103336,103336 - Dapin
Lorna Vasyunichev,2414,103335,103335 - Comanche
Natalee Gadney,2272,103334,103334 - Porter
Bessy Grint,2286,103333,103333 - Waywood
Percival Winchester,2179,103332,103332 - Miller
Karry Jerratsch,2078,103331,103331 - Kedzie
Percival Winchester,2179,103330,103330 - Jenna
Aristotle Haylands,2511,103329,103329 - Farragut
Aristotle Haylands,2511,103328,103328 - Gerald
Lorna Vasyunichev,2414,103327,103327 - Carey
Percival Winchester,2179,103326,103326 - Cardinal
Aristotle Haylands,2511,103325,103325 - Meadow Ridge
Lorna Vasyunichev,2414,103324,103324 - Upham
Percival Winchester,2179,103323,103323 - Sycamore
Natalee Gadney,2272,103322,103322 - Erie
Natalee Gadney,2272,103321,103321 - Almo
Percival Winchester,2179,103320,103320 - Crest Line
Natalee Gadney,2272,103319,103319 - Anhalt
Natalee Gadney,2272,103318,103318 - Green
Karry Jerratsch,2078,103317,103317 - Huxley
Natalee Gadney,2272,103316,103316 - Corscot
Natalee Gadney,2272,103315,103315 - Eastlawn
Addie Blaes,2624,103314,103314 - Onsgard
Hugues Maddaford,2644,103313,103313 - Washington
Yasmeen Woolard,2380,103312,103312 - Autumn Leaf
Hugues Maddaford,2644,103311,103311 - Portage
Pierre Brownlie,2535,103310,103310 - Eastwood
Fleur Cokayne,2462,103309,103309 - Express
Pincus Hender,2540,103308,103308 - Longview
Reuben Boothroyd,2604,103307,103307 - Myrtle
Hugues Maddaford,2644,103306,103306 - Pepper Wood
Pincus Hender,2540,103305,103305 - Quincy
Corella Parminter,2681,103304,103304 - Village Green
Addie Blaes,2624,103303,103303 - Wayridge
Rowland Rochester,2289,103302,103302 - 5th
Addie Blaes,2624,103301,103301 - Tennessee
Hugues Maddaford,2644,103300,103300 - Maple Wood
Dottie Badcock,2457,103299,103299 - Crest Line
Fleur Cokayne,2462,103298,103298 - Lakewood Gardens
Fleur Cokayne,2462,103297,103297 - Hollow Ridge
Reggy Hewins,2128,103296,103296 - Blaine
Fleur Cokayne,2462,103295,103295 - Express
Pincus Hender,2540,103294,103294 - Stephen
Rowland Rochester,2289,103293,103293 - Oak Valley
Addie Blaes,2624,103292,103292 - Corry
Humberto Kalkofen,2054,103291,103291 - Kings
Addie Blaes,2624,103290,103290 - Chinook
Marlene Wallbank,2048,103289,103289 - 4th
Rowland Rochester,2289,103288,103288 - Loeprich
Meara Fasset,2344,103287,103287 - Eastlawn
Dottie Badcock,2457,103286,103286 - Vernon
Reuben Boothroyd,2604,103285,103285 - Service
Addie Blaes,2624,103284,103284 - Kedzie
Misha Glowacki,2081,103283,103283 - Longview
Kippy Fellows,2323,103282,103282 - Division
Misha Glowacki,2081,103281,103281 - Sheridan
Karlotta Fassam,2492,103280,103280 - Lukken
Newton Cassley,2387,103279,103279 - Myrtle
Rowland Rochester,2289,103278,103278 - Stang
Kaye Gulland,2453,103277,103277 - Lotheville
Jannelle O'Cosgra,2649,103276,103276 - Clemons
Kippy Fellows,2323,103275,103275 - Pleasure
Ermanno Dyhouse,2643,103274,103274 - Acker
Kippy Fellows,2323,103273,103273 - Holmberg
Jeffry Chitham,2020,103272,103272 - Garrison
Melisande Olliar,2561,103271,103271 - Talmadge
Doroteya Gobell,2444,103270,103270 - Sachs
Kippy Fellows,2323,103269,103269 - Barby
Octavia Blaymires,2299,103268,103268 - Hermina
Mirilla Extil,2068,103267,103267 - Calypso
Kippy Fellows,2323,103266,103266 - Corben
Jannelle O'Cosgra,2649,103265,103265 - Algoma
Ben Ouchterlony,2264,103264,103264 - Iowa
Dreddy Stoltz,2613,103263,103263 - Homewood
Karlotta Fassam,2492,103262,103262 - Green Ridge
Melisande Olliar,2561,103261,103261 - Menomonie
Kippy Fellows,2323,103260,103260 - Everett
Kippy Fellows,2323,103259,103259 - Shelley
Reggy Hewins,2128,103258,103258 - Thompson
Kippy Fellows,2323,103257,103257 - Dwight
Annetta Coventry,2161,103256,103256 - Stone Corner
Ardyth Nunnery,2076,103255,103255 - Trailsway
Ermanno Dyhouse,2643,103254,103254 - Jana
Kippy Fellows,2323,103253,103253 - Sunbrook
Tadeo Maving,2578,103252,103252 - Moulton
Melloney Timcke,2362,103251,103251 - Melvin
Kippy Fellows,2323,103250,103250 - Fulton
Kippy Fellows,2323,103249,103249 - Straubel
Doroteya Gobell,2444,103248,103248 - Blackbird
Newton Cassley,2387,103247,103247 - Sycamore
Huberto Damato,2066,103246,103246 - Hoffman
Jannelle O'Cosgra,2649,103245,103245 - Iowa
Jannelle O'Cosgra,2649,103244,103244 - Vidon
Misha Glowacki,2081,103243,103243 - Luster
Margalit Goaley,2639,103242,103242 - Linden
Melisande Olliar,2561,103241,103241 - Debra
Newton Cassley,2387,103240,103240 - Rieder
Melloney Timcke,2362,103239,103239 - Ohio
Jeffry Chitham,2020,103238,103238 - Gerald
Jannelle O'Cosgra,2649,103237,103237 - Mendota
Jeffry Chitham,2020,103236,103236 - Butternut
Jeffry Chitham,2020,103235,103235 - Esker
Ardyth Nunnery,2076,103234,103234 - Jackson
Kippy Fellows,2323,103233,103233 - Mockingbird
Kippy Fellows,2323,103232,103232 - Ronald Regan
Emmit Schuricke,2590,103231,103231 - La Follette
Jannelle O'Cosgra,2649,103230,103230 - Buhler
Misha Glowacki,2081,103229,103229 - Dryden
Misha Glowacki,2081,103228,103228 - Warrior
Emmit Schuricke,2590,103227,103227 - Fordem
Jannelle O'Cosgra,2649,103226,103226 - Twin Pines
Ermanno Dyhouse,2643,103225,103225 - Fordem
Reggy Hewins,2128,103224,103224 - Park Meadow
Melloney Timcke,2362,103223,103223 - Gulseth
Hewie Commin,2252,103222,103222 - Arizona
Newton Cassley,2387,103221,103221 - Sage
Bobinette Gounot,2675,103220,103220 - Old Shore
Reggy Hewins,2128,103219,103219 - Hintze
Jannelle O'Cosgra,2649,103218,103218 - Sommers
Dreddy Stoltz,2613,103217,103217 - Manufacturers
Jannelle O'Cosgra,2649,103216,103216 - 5th
Olga Barter,2509,103215,103215 - Bayside
Kippy Fellows,2323,103214,103214 - Dakota
Ardyth Nunnery,2076,103213,103213 - Norway Maple
Melisande Olliar,2561,103212,103212 - Upham
Dreddy Stoltz,2613,103211,103211 - Hooker
Huberto Damato,2066,103210,103210 - Heath
Hewie Commin,2252,103210,103210 - Heath
Melisande Olliar,2561,103209,103209 - Kim
Emmit Schuricke,2590,103208,103208 - Briar Crest
